ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),distance_km
0x8d19 ,PUNERES06DEL02 ,23,5,18.546258,73.904337,18.596258,73.954337,1/3/2022,23:25:00,23:30:00,conditions Cloudy,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 13,11.5614
0x61dd ,BANGRES06DEL01 ,23,4.9,12.979096,77.640625,12.989096,77.650625,13-03-2022,9:20:00,9:35:00,conditions Windy,Low ,2,Drinks ,scooter ,0,No ,Urban ,(min) 15,1.7801
0x4e6b ,BANGRES17DEL02 ,28,4.5,12.972532,77.608179,13.052532,77.688179,27-03-2022,18:40:00,18:45:00,conditions Windy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 25,15.2629
0x1bf1 ,COIMBRES06DEL01 ,28,4.8,11.021278,76.995017,11.061278,77.035017,28-03-2022,14:25:00,14:30:00,conditions Fog,High ,2,Buffet ,motorcycle ,NaN ,No ,Metropolitian ,(min) 22,8.7122
0xae7d ,JAPRES14DEL01 ,30,4.2,26.88842,75.800689,26.99842,75.910689,6/3/2022,20:55:00,21:05:00,conditions Sandstorms,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 43,22.925
0x90a2 ,PUNERES14DEL01 ,30,4.5,18.516216,73.842527,18.556216,73.882527,5/3/2022,16:25:00,16:30:00,conditions Cloudy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 25,7.6971
0xc3c4 ,ALHRES18DEL03 ,21,5,25.450317,81.831681,25.510317,81.891681,15-02-2022,22:50:00,23:05:00,conditions Sunny,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 15,15.2408
0x22da ,COIMBRES18DEL02 ,37,4.6,11.02091,76.940432,11.15091,77.070432,20-03-2022,18:50:00,18:55:00,conditions Fog,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 46,24.9388
0x9789 ,SURRES19DEL03 ,25,4.8,21.149669,72.772629,21.179669,72.802629,13-03-2022,21:40:00,21:50:00,conditions Sunny,Jam ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,(min) 14,5.8488
0xa8ff ,BANGRES13DEL02 ,24,4.8,12.935662,77.61413,12.985662,77.66413,17-03-2022,17:50:00,17:55:00,conditions Stormy,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 23,11.1934
0xab6f ,HYDRES06DEL02 ,35,4.8,17.455894,78.375467,17.585894,78.505467,23-03-2022,23:45:00,23:50:00,conditions Windy,Low ,1,Snack ,scooter ,0,No ,NaN ,(min) 15,32.6977
0x5e04 ,JAPRES20DEL01 ,25,4.5,26.956431,75.776649,26.966431,75.786649,9/3/2022,9:10:00,9:25:00,conditions Fog,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 18,1.9156
0xa026 ,PUNERES17DEL02 ,29,4.8,18.530963,73.828972,18.550963,73.848972,13-03-2022,9:45:00,9:55:00,conditions Cloudy,Low ,1,Snack ,motorcycle ,0,No ,Urban ,(min) 11,4.3422
0x299d ,MYSRES12DEL03 ,23,4.7,12.284747,76.625861,12.374747,76.715861,16-03-2022,17:30:00,17:45:00,conditions Windy,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 19,17.3891
0x4481 ,JAPRES16DEL03 ,29,4.5,26.849596,75.800512,26.909596,75.860512,21-03-2022,23:40:00,23:55:00,conditions Sandstorms,Low ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 19,12.3527
0x81ae ,PUNERES17DEL03 ,22,4.7,18.530963,73.828972,18.560963,73.858972,1/3/2022,23:35:00,23:40:00,conditions Sunny,Low ,2,Drinks ,scooter ,0,No ,NaN ,(min) 22,6.6802
0xb900 ,RANCHIRES16DEL03 ,24,4.6,23.371292,85.327872,23.401292,85.357872,7/3/2022,22:35:00,22:45:00,conditions Sunny,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 19,5.4221
0x9417 ,BANGRES16DEL03 ,33,4.8,13.029198,77.570997,13.059198,77.600997,11/3/2022,18:15:00,18:25:00,conditions Sunny,Medium ,2,Buffet ,motorcycle ,1,No ,Urban ,(min) 21,6.9647
0x342d ,PUNERES14DEL03 ,29,4.6,18.516216,73.842527,18.546216,73.872527,24-03-2022,19:55:00,20:05:00,conditions Sunny,Jam ,1,Drinks ,scooter ,0,No ,Urban ,(min) 13,7.1515
0xad65 ,JAPRES03DEL01 ,23,4.7,26.913483,75.803139,27.023483,75.913139,4/4/2022,20:00:00,20:10:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,1,No ,Urban ,(min) 35,23.6626
0xb952 ,HYDRES20DEL01 ,26,4.3,17.483216,78.552111,17.493216,78.562111,3/4/2022,11:25:00,11:35:00,conditions Fog,High ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 34,2.6092
0x65de ,RANCHIRES05DEL02 ,34,4.6,23.355164,85.324097,23.485164,85.454097,31-03-2022,17:30:00,17:35:00,conditions Fog,Medium ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 32,21.434
0xde00 ,LUDHRES18DEL03 ,37,3.6,30.890184,75.829615,31.030184,75.969615,16-02-2022,17:50:00,17:55:00,conditions Sandstorms,Medium ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 33,31.7411
0xd9d7 ,KNPRES12DEL02 ,31,4.7,26.492106,80.327797,26.512106,80.347797,11/2/2022,9:25:00,9:35:00,conditions Stormy,Low ,2,Snack ,electric_scooter ,NaN ,No ,Metropolitian ,(min) 24,7.338
0x4f9b ,CHENRES17DEL02 ,39,5,13.045479,80.23311,13.095479,80.28311,5/4/2022,17:25:00,17:35:00,conditions Fog,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 27,9.3893
0xa0f2 ,JAPRES02DEL03 ,23,5,26.914142,75.805704,26.944142,75.835704,30-03-2022,23:55:00,0:05:00,conditions Fog,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 11,6.0225
0x3662 ,JAPRES05DEL03 ,25,5,26.905287,75.794592,26.965287,75.854592,3/4/2022,18:25:00,18:30:00,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,1,No ,NaN ,(min) 29,10.8395
0xaad1 ,INDORES09DEL01 ,23,4.7,22.725835,75.887648,22.795835,75.957648,6/3/2022,17:15:00,17:30:00,conditions Stormy,Medium ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 36,16.1385
0x8c49 ,BANGRES02DEL01 ,29,4.9,12.970221,77.645396,12.980221,77.655396,30-03-2022,11:50:00,12:05:00,conditions Sandstorms,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 27,3.4586
0x6ad6 ,SURRES20DEL01 ,22,4.7,21.15276,72.778059,21.26276,72.888059,2/4/2022,17:30:00,17:45:00,conditions Stormy,Medium ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 23,21.2062
0x14a7 ,PUNERES06DEL03 ,24,4.7,18.546258,73.904337,18.606258,73.964337,28-03-2022,17:10:00,17:20:00,conditions Stormy,Medium ,0,Drinks ,motorcycle ,NaN ,No ,NaN ,(min) 11,13.6749
0x32a5 ,PUNERES17DEL02 ,30,4.9,18.530963,73.828972,18.610963,73.908972,2/3/2022,22:40:00,22:55:00,conditions Windy,Low ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,(min) 25,17.4988
0x9186 ,CHENRES14DEL02 ,37,4.6,13.026279,80.174568,13.076279,80.224568,24-03-2022,21:15:00,21:30:00,conditions Windy,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 32,11.3851
0x1670 ,BANGRES06DEL02 ,33,4.3,12.979096,77.640625,13.059096,77.720625,18-03-2022,19:35:00,19:50:00,conditions Cloudy,Jam ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,(min) 36,16.4629
0x401f ,JAPRES19DEL03 ,38,3.5,26.913726,75.75282,27.003726,75.842821,4/4/2022,17:15:00,17:30:00,conditions Sandstorms,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 31,20.9562
0x32d8 ,PUNERES05DEL01 ,NaN ,NaN ,18.543626,73.905101,18.653626,74.015101,20-03-2022,21:50:00,21:55:00,conditions Fog,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 43,23.8866
0x6800 ,HYDRES14DEL01 ,24,5,17.426228,78.407495,17.496228,78.477495,25-03-2022,17:50:00,18:05:00,conditions Fog,Medium ,0,Buffet ,motorcycle ,1,No ,Urban ,(min) 41,18.8081
0x7bcb ,VADRES06DEL03 ,22,4.7,22.31279,73.170283,22.34279,73.200283,1/4/2022,20:40:00,20:45:00,conditions Fog,Jam ,1,Buffet ,scooter ,1,No ,Urban ,(min) 25,7.2454
0x5c5d ,INDORES02DEL01 ,22,4.6,22.651847,75.881991,22.721847,75.951991,14-03-2022,22:50:00,23:00:00,conditions Fog,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 27,14.4457
0x33b2 ,HYDRES04DEL03 ,32,4.6,17.411028,78.329645,17.471028,78.389645,17-03-2022,18:25:00,18:30:00,conditions Cloudy,Medium ,2,Snack ,electric_scooter ,0,No ,Metropolitian ,(min) 15,13.757
0x40fe ,CHENRES05DEL02 ,32,4.7,13.058616,80.264151,13.078616,80.284151,1/4/2022,10:25:00,10:30:00,conditions Sunny,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 12,4.4384
0x6bcf ,VADRES05DEL01 ,24,4.8,22.310526,73.170937,22.380526,73.240937,29-03-2022,23:25:00,23:30:00,conditions Sandstorms,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 17,18.2302
0x29e3 ,MYSRES12DEL02 ,20,4.9,12.284747,76.625861,12.304747,76.645861,26-03-2022,10:35:00,10:40:00,conditions Sunny,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 16,4.3171
0xa876 ,MUMRES010DEL01 ,39,4.9,19.003517,72.82765,19.113517,72.93765,4/4/2022,21:00:00,21:10:00,conditions Stormy,Jam ,2,Drinks ,electric_scooter ,1,No ,Urban ,(min) 26,18.6718
0xcf49 ,GOARES09DEL03 ,37,4.5,15.303897,73.914336,15.363897,73.974336,17-02-2022,23:20:00,23:35:00,conditions Cloudy,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 16,18.713
0x138f ,COIMBRES19DEL01 ,NaN ,NaN ,11.022298,76.998349,11.032298,77.008349,9/3/2022,NaN ,9:00:00,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 20,2.5447
0x716b ,HYDRES09DEL03 ,29,4.6,17.431668,78.408321,17.521668,78.498321,23-03-2022,23:25:00,23:35:00,conditions Sunny,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 25,23.4991
0x7c93 ,SURRES20DEL03 ,21,4.9,21.15276,72.778059,21.18276,72.808059,28-03-2022,23:50:00,0:00:00,conditions Cloudy,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 16,6.5355
0x8ce ,COIMBRES03DEL02 ,25,4.8,11.025083,77.015393,11.045083,77.035393,5/4/2022,11:10:00,11:25:00,conditions Windy,High ,1,Meal ,scooter ,1,No ,NaN ,(min) 21,5.1121
0x994a ,HYDRES05DEL02 ,36,5,17.433809,78.386744,17.563809,78.516744,31-03-2022,19:15:00,19:20:00,conditions Windy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 49,33.3715
0x4807 ,JAPRES03DEL02 ,33,4.1,26.913483,75.803139,27.043483,75.933139,10/3/2022,18:30:00,18:45:00,conditions Cloudy,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 34,30.0277
0xce79 ,KNPRES11DEL03 ,27,4.7,26.474986,80.342796,26.614986,80.482796,16-02-2022,21:45:00,22:00:00,conditions Windy,Jam ,2,Snack ,electric_scooter ,1,No ,Urban ,(min) 15,27.6405
0x6546 ,MUMRES13DEL01 ,22,4.8,19.178321,72.834715,19.288321,72.944715,29-03-2022,20:55:00,21:05:00,conditions Sunny,Jam ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,(min) 13,23.4316
0x68c3 ,CHENRES03DEL03 ,22,4.6,13.091809,80.219104,13.121809,80.249104,17-03-2022,19:20:00,19:30:00,conditions Windy,Jam ,1,Drinks ,scooter ,0,No ,Urban ,(min) 23,6.8548
0x4eec ,PUNERES08DEL03 ,25,4.8,18.53408,73.89852,18.59408,73.95852,19-03-2022,17:50:00,18:00:00,conditions Fog,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 16,13.327
0xa03b ,HYDRES06DEL02 ,28,4.8,17.455894,78.375467,17.475894,78.395467,15-03-2022,8:50:00,9:05:00,conditions Fog,Low ,1,Snack ,scooter ,1,No ,Urban ,(min) 14,8.5248
0x76e7 ,MUMRES20DEL02 ,22,4.8,19.103249,72.846749,19.153249,72.896749,1/4/2022,19:20:00,19:30:00,conditions Windy,Jam ,1,Snack ,motorcycle ,0,No ,Urban ,(min) 13,13.0825
0x4fa6 ,COIMBRES06DEL03 ,21,4.2,11.021278,76.995017,11.111278,77.085017,10/3/2022,20:35:00,20:40:00,conditions Cloudy,Jam ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 43,21.6347
0x9167 ,CHENRES03DEL01 ,35,4.7,13.091809,80.219104,13.101809,80.229104,19-03-2022,10:35:00,10:40:00,conditions Fog,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 28,2.3323
0x2219 ,HYDRES08DEL02 ,30,5,17.438263,78.397865,17.568263,78.527865,23-03-2022,18:40:00,18:55:00,conditions Cloudy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 37,32.9504
0x714a ,HYDRES18DEL01 ,32,4.6,17.450851,78.379347,17.490851,78.419347,1/3/2022,13:15:00,13:20:00,conditions Cloudy,High ,1,Snack ,scooter ,2,No ,Metropolitian ,(min) 38,9.2306
0x798b ,JAPRES19DEL03 ,25,4.9,26.913726,75.75282,26.973726,75.812821,7/3/2022,22:35:00,22:40:00,conditions Cloudy,Low ,1,Buffet ,motorcycle ,1,No ,Urban ,(min) 13,11.6433
0x5100 ,MUMRES19DEL01 ,33,4.7,19.131141,72.813074,19.201141,72.883074,6/4/2022,18:55:00,19:00:00,conditions Fog,Medium ,2,Buffet ,scooter ,1,No ,Urban ,(min) 39,15.2701
0x6a5d ,BANGRES09DEL01 ,31,4.3,12.934179,77.615797,13.044179,77.725797,25-03-2022,21:40:00,21:55:00,conditions Fog,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 47,21.5193
0xb1a8 ,RANCHIRES08DEL02 ,26,4.7,23.353783,85.326967,23.403783,85.376967,21-03-2022,17:35:00,17:50:00,conditions Sunny,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 11,10.112
0x7049 ,SURRES12DEL02 ,38,4.3,21.183434,72.814492,21.313434,72.944492,29-03-2022,23:35:00,23:50:00,conditions Fog,Low ,0,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 38,26.5311
0x5741 ,COIMBRES08DEL01 ,33,4,11.001852,76.976268,11.071852,77.046268,14-03-2022,18:45:00,19:00:00,conditions Cloudy,Medium ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 37,16.8116
0x976d ,BANGRES16DEL02 ,36,4.8,13.029198,77.570997,13.159198,77.700997,18-03-2022,23:45:00,23:50:00,conditions Windy,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,(min) 25,25.8876
0x2969 ,SURRES06DEL01 ,NaN ,NaN ,21.185047,72.80859,21.255047,72.87859,6/3/2022,NaN ,23:25:00,conditions Windy,Low ,1,Drinks ,scooter ,0,No ,Urban ,(min) 21,14.6547
0x314d ,COIMBRES02DEL02 ,30,4.5,11.022477,76.995667,11.042477,77.015667,13-03-2022,9:45:00,9:55:00,conditions Windy,Low ,2,Meal ,scooter ,0,No ,NaN ,(min) 24,4.1055
0x331a ,RANCHIRES04DEL03 ,21,4.3,23.359033,85.325347,23.389033,85.355347,30-03-2022,21:25:00,21:30:00,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 38,7.0273
0xc390 ,AURGRES03DEL01 ,32,NaN ,19.874733,75.353942,19.984733,75.463942,16-02-2022,18:35:00,18:50:00,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 34,29.6514
0x1c5f ,CHENRES12DEL01 ,29,5,12.972793,80.249982,13.082793,80.359982,31-03-2022,20:25:00,20:30:00,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,0,No ,Urban ,(min) 31,19.5769
0xd5c4 ,KOCRES08DEL02 ,24,4.6,9.985497,76.276999,10.035497,76.326999,13-02-2022,23:35:00,23:40:00,conditions Sandstorms,Low ,2,Snack ,scooter ,NaN ,No ,Metropolitian ,(min) 11,9.9794
0xb62e ,RANCHIRES010DEL01 ,22,4.5,23.354422,85.3329,23.364422,85.3429,5/3/2022,9:20:00,9:30:00,conditions Sandstorms,Low ,1,Meal ,motorcycle ,NaN ,No ,Metropolitian ,(min) 16,1.7037
0x194f ,HYDRES04DEL03 ,34,4,17.411028,78.329645,17.471028,78.389645,11/3/2022,20:30:00,20:35:00,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,2,No ,NaN ,(min) 34,13.757
0x320f ,SURRES17DEL03 ,24,4.7,21.149569,72.772697,21.209569,72.832697,19-03-2022,23:20:00,23:35:00,conditions Fog,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 16,11.9605
0xb1e1 ,JAPRES05DEL01 ,27,5,26.905287,75.794592,26.915287,75.804592,5/3/2022,9:25:00,9:30:00,conditions Sunny,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 21,2.3155
0xa75f ,MYSRES010DEL01 ,38,4.4,12.321214,76.621094,12.431214,76.731094,4/4/2022,21:30:00,21:40:00,conditions Sunny,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 32,23.7656
0x9956 ,JAPRES19DEL03 ,38,4,26.913726,75.75282,27.053726,75.89282,23-03-2022,19:45:00,19:50:00,conditions Windy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 41,30.4617
0x2380 ,SURRES19DEL02 ,30,4.7,21.149669,72.772629,21.169669,72.792629,7/3/2022,10:50:00,10:55:00,conditions Sunny,Low ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,(min) 12,4.4269
0x5c64 ,MUMRES04DEL03 ,39,5,19.254567,72.848923,19.284567,72.878923,9/3/2022,18:30:00,18:35:00,conditions Sunny,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 23,6.6639
0x22ab ,CHENRES05DEL03 ,32,4.8,13.058616,80.264151,13.088616,80.294151,11/3/2022,18:45:00,18:50:00,conditions Sunny,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 26,6.4505
0xcd5a ,AGRRES01DEL03 ,26,4.8,27.161661,78.011544,27.221661,78.071544,15-02-2022,21:40:00,21:50:00,conditions Sandstorms,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 25,12.1639
0xa443 ,PUNERES08DEL01 ,30,4.8,18.53408,73.89852,18.57408,73.93852,11/3/2022,14:35:00,14:45:00,conditions Cloudy,High ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 30,9.2083
0xa131 ,BANGRES16DEL03 ,33,4.7,13.029198,77.570997,13.089198,77.630997,1/4/2022,23:30:00,23:45:00,conditions Fog,Low ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 15,14.5151
0xaa10 ,MUMRES11DEL02 ,38,4.7,18.994237,72.825553,19.124237,72.955553,20-03-2022,17:25:00,17:40:00,conditions Cloudy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 47,30.3101
0xc936 ,KOLRES20DEL03 ,26,4.7,22.514119,88.362504,22.604119,88.452504,14-02-2022,21:20:00,21:35:00,conditions Sunny,Jam ,2,Snack ,electric_scooter ,0,No ,Metropolitian ,(min) 22,19.7687
0xaaf0 ,BANGRES12DEL01 ,24,4.7,12.939496,77.625999,12.979496,77.665999,19-03-2022,12:45:00,12:55:00,conditions Cloudy,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 34,9.1853
0x8686 ,COIMBRES03DEL02 ,35,4,11.025083,77.015393,11.155083,77.145393,31-03-2022,23:25:00,23:30:00,conditions Fog,Low ,0,Buffet ,motorcycle ,2,No ,Urban ,(min) 43,30.3077
0xaff6 ,BANGRES08DEL02 ,28,4.5,12.906229,77.596791,12.926229,77.616791,7/3/2022,10:55:00,11:10:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 29,5.1012
0x1160 ,SURRES19DEL01 ,NaN ,NaN ,21.149669,72.772629,21.219669,72.842629,29-03-2022,NaN ,23:30:00,conditions Fog,Low ,0,Meal ,motorcycle ,1,Yes ,Metropolitian ,(min) 40,13.2703
0x816b ,COIMBRES11DEL01 ,37,4.6,11.001753,76.986241,11.071753,77.056241,27-03-2022,22:10:00,22:15:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 28,17.8221
0x15f9 ,INDORES18DEL03 ,35,4.2,22.753839,75.897429,22.843839,75.987429,4/3/2022,23:50:00,0:00:00,conditions Fog,Low ,0,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 44,17.6242
0xe01a ,DEHRES05DEL01 ,39,4.8,30.346994,78.062543,30.386994,78.102543,11/2/2022,17:00:00,17:10:00,conditions Sunny,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 21,9.5103
0x7b74 ,SURRES13DEL02 ,39,4.8,21.170096,72.789122,21.190096,72.809122,19-03-2022,10:25:00,10:40:00,conditions Stormy,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 29,4.4088
0x6508 ,MYSRES19DEL02 ,27,4,12.334022,76.618203,12.354022,76.638203,30-03-2022,11:00:00,11:05:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 16,4.2909
0x3804 ,JAPRES07DEL03 ,23,3.1,26.766536,75.837333,26.856536,75.927333,20-03-2022,22:40:00,22:45:00,conditions Sunny,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 44,20.3847
0xdf22 ,ALHRES03DEL01 ,33,4,25.451517,81.832616,25.491517,81.872616,15-02-2022,13:55:00,14:05:00,conditions Fog,High ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 38,7.9425
0x6132 ,JAPRES09DEL03 ,22,4.6,26.911378,75.789034,26.941378,75.819034,1/4/2022,18:35:00,18:40:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 28,18.9172
0x3069 ,RANCHIRES11DEL03 ,21,4.6,23.359194,85.325447,23.389194,85.355447,9/3/2022,19:45:00,20:00:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 21,6.9908
0xddf0 ,KOLRES03DEL01 ,20,4.5,22.526461,88.364453,22.566461,88.404453,11/2/2022,13:50:00,14:00:00,conditions Windy,High ,2,Snack ,electric_scooter ,1,No ,Urban ,(min) 23,9.761
0x2fbe ,PUNERES17DEL02 ,31,4.7,18.530963,73.828972,18.580963,73.878972,5/3/2022,18:25:00,18:40:00,conditions Windy,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 33,11.3838
0x523d ,INDORES08DEL01 ,22,5,22.725748,75.898497,22.795748,75.968497,2/3/2022,20:40:00,20:55:00,conditions Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 44,16.5619
0xe202 ,DEHRES04DEL03 ,20,4.6,30.340722,78.060221,30.480722,78.200221,16-02-2022,18:10:00,18:20:00,conditions Windy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 38,52.5133
0x80e8 ,MYSRES04DEL02 ,23,4.7,12.3085,76.665808,12.3585,76.715808,3/4/2022,19:35:00,19:45:00,conditions Sandstorms,Jam ,1,Buffet ,scooter ,0,No ,Metropolitian ,(min) 12,9.0723
0x9a00 ,RANCHIRES01DEL02 ,30,4.9,23.416792,85.316842,23.496792,85.396842,2/3/2022,17:55:00,18:10:00,conditions Stormy,Medium ,0,Buffet ,motorcycle ,NaN ,No ,Metropolitian ,(min) 43,15.892
0x1783 ,PUNERES11DEL03 ,36,4.6,18.533811,73.899315,18.623811,73.989315,14-03-2022,22:15:00,22:25:00,conditions Sandstorms,Low ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 21,19.1974
0xd620 ,LUDHRES11DEL02 ,33,4.7,30.893081,75.821495,30.913081,75.841495,15-02-2022,9:15:00,9:30:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 24,4.1031
0x2336 ,COIMBRES09DEL01 ,NaN ,NaN ,11.008638,76.984311,11.118638,77.094311,20-03-2022,NaN ,22:50:00,conditions Sunny,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 28,22.7527
0xd325 ,KNPRES13DEL01 ,27,4.2,26.481547,80.299775,26.591547,80.409775,18-02-2022,20:15:00,20:20:00,conditions Cloudy,Jam ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,(min) 38,22.9247
0xd12f ,ALHRES01DEL02 ,37,4.9,25.454648,81.834502,25.474648,81.854502,13-02-2022,10:55:00,11:05:00,conditions Sandstorms,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 20,3.7268
0x72fb ,MUMRES04DEL03 ,29,5,19.254567,72.848923,19.314567,72.908923,17-03-2022,20:35:00,20:45:00,conditions Sunny,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 16,13.4466
0xcdaf ,AURGRES08DEL03 ,27,4.8,19.876428,75.364792,19.906428,75.394792,11/2/2022,20:00:00,20:10:00,conditions Sunny,Jam ,1,Drinks ,motorcycle ,0,No ,Urban ,(min) 15,6.833
0x8351 ,MUMRES03DEL01 ,30,4.5,19.22384,72.841347,19.33384,72.951347,16-03-2022,17:45:00,18:00:00,conditions Sandstorms,Medium ,1,Drinks ,motorcycle ,1,No ,NaN ,(min) 21,35.9037
0x289d ,PUNERES08DEL02 ,29,4.5,18.53408,73.89852,18.55408,73.91852,19-03-2022,10:55:00,11:00:00,conditions Fog,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 17,4.7456
0xa37 ,COIMBRES11DEL01 ,NaN ,NaN ,11.001753,76.986241,11.041753,77.026241,26-03-2022,NaN ,16:55:00,conditions Sandstorms,Medium ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 29,8.862
0x9b26 ,JAPRES06DEL01 ,37,4.6,26.911927,75.797282,26.981927,75.867282,10/3/2022,17:40:00,17:50:00,conditions Sandstorms,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 27,16.7766
0x8923 ,MUMRES05DEL01 ,25,4.6,18.927584,72.832585,18.937584,72.842585,7/3/2022,11:40:00,11:45:00,conditions Stormy,High ,2,Drinks ,electric_scooter ,0,No ,Urban ,(min) 22,1.8108
0x5d20 ,CHENRES14DEL01 ,36,4.4,13.026279,80.174568,13.096279,80.244568,27-03-2022,17:15:00,17:25:00,conditions Stormy,Medium ,0,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 39,15.2586
